entry_time,entry_price,side,size,stop_loss,take_profit,exit_time,exit_price,exit_reason,status,pnl,pnl_pct,spread_cost,slippage_cost
2024-01-25 17:25:00,2016.15,SELL,10.0,2036.15,1956.15,2024-01-25 20:15:00,2014.88,Reverse Signal,CLOSED,7.199999999999818,0.035711628599061664,0.5,0.05
2024-01-25 20:15:00,2016.14,BUY,10.0,1996.14,2076.1400000000003,2024-01-26 15:30:00,2021.4,Reverse Signal,CLOSED,47.09999999999991,0.23361472913587303,0.5,0.05
2024-01-26 15:30:00,2020.44,SELL,10.0,2040.44,1960.44,2024-01-29 00:05:00,2023.55,Reverse Signal,CLOSED,-36.599999999999,-0.181148660687766,0.5,0.05
2024-01-29 00:05:00,2026.16,BUY,10.0,2006.16,2086.16,2024-01-29 16:30:00,2021.5,Reverse Signal,CLOSED,-52.10000000000082,-0.2571366525842027,0.5,0.05
2024-01-29 16:30:00,2022.55,SELL,10.0,2042.55,1962.55,2024-01-29 18:00:00,2027.01,Reverse Signal,CLOSED,-50.100000000000364,-0.2477071024202139,0.5,0.05
2024-01-29 18:00:00,2026.8,BUY,10.0,2006.8,2086.8,2024-01-29 20:25:00,2025.93,Reverse Signal,CLOSED,-14.199999999998909,-0.07006118018550873,0.5,0.05
2024-01-29 20:25:00,2026.44,SELL,10.0,2046.44,1966.44,2024-01-29 21:25:00,2033.05,Reverse Signal,CLOSED,-71.599999999999,-0.35332899074238067,0.5,0.05
2024-01-29 21:25:00,2032.5,BUY,10.0,2012.5,2092.5,2024-01-30 19:55:00,2032.62,Reverse Signal,CLOSED,-4.300000000001091,-0.021156211562120993,0.5,0.05
2024-01-30 19:55:00,2032.69,SELL,10.0,2052.69,1972.69,2024-01-30 20:55:00,2036.36,Reverse Signal,CLOSED,-42.199999999998454,-0.20760666899526464,0.5,0.05
2024-01-30 20:55:00,2036.01,BUY,10.0,2016.01,2096.01,2024-01-31 03:05:00,2034.24,Reverse Signal,CLOSED,-23.199999999999818,-0.11394835978212198,0.5,0.05
2024-01-31 03:05:00,2033.63,SELL,10.0,2053.63,1973.63,2024-01-31 08:10:00,2035.25,Reverse Signal,CLOSED,-21.69999999999891,-0.10670574293258313,0.5,0.05
2024-01-31 08:10:00,2036.63,BUY,10.0,2016.63,2096.63,2024-01-31 21:00:00,2044.63,Reverse Signal,CLOSED,74.5,0.36580036629137347,0.5,0.05
2024-01-31 21:00:00,2034.85,SELL,10.0,2054.85,1974.85,2024-02-01 03:05:00,2041.83,Reverse Signal,CLOSED,-75.30000000000018,-0.3700518465734584,0.5,0.05
2024-02-01 03:05:00,2044.31,BUY,10.0,2024.31,2104.31,2024-02-01 08:00:00,2043.51,Reverse Signal,CLOSED,-13.499999999999545,-0.06603695134299371,0.5,0.05
2024-02-01 08:00:00,2043.37,SELL,10.0,2063.37,1983.37,2024-02-01 15:00:00,2039.99,Reverse Signal,CLOSED,28.299999999998818,0.13849669908043488,0.5,0.05
2024-02-01 15:00:00,2042.56,BUY,10.0,2022.56,2102.56,2024-02-02 10:20:00,2053.67,Reverse Signal,CLOSED,105.60000000000127,0.5169982766724173,0.5,0.05
2024-02-02 10:20:00,2053.43,SELL,10.0,2073.43,1993.4299999999998,2024-02-02 12:15:00,2054.05,Reverse Signal,CLOSED,-11.700000000003456,-0.05697783708236199,0.5,0.05
2024-02-02 12:15:00,2054.91,BUY,10.0,2034.9099999999999,2114.91,2024-02-02 14:30:00,2052.24,Reverse Signal,CLOSED,-32.20000000000073,-0.15669786024692434,0.5,0.05
2024-02-02 14:30:00,2041.25,SELL,10.0,2061.25,1981.25,2024-02-06 01:20:00,2025.32,Reverse Signal,CLOSED,153.80000000000064,0.7534598897734262,0.5,0.05
2024-02-06 01:20:00,2026.07,BUY,10.0,2006.07,2086.0699999999997,2024-02-06 04:00:00,2025.91,Reverse Signal,CLOSED,-7.099999999998545,-0.035043211735026655,0.5,0.05
2024-02-06 04:00:00,2026.05,SELL,10.0,2046.05,1966.05,2024-02-06 06:25:00,2026.48,Reverse Signal,CLOSED,-9.800000000000637,-0.04836998099751061,0.5,0.05
2024-02-06 06:25:00,2026.81,BUY,10.0,2006.81,2086.81,2024-02-06 09:00:00,2026.2,Reverse Signal,CLOSED,-11.599999999999,-0.057232794391181216,0.5,0.05
2024-02-06 09:00:00,2025.63,SELL,10.0,2045.63,1965.63,2024-02-06 12:20:00,2024.61,Reverse Signal,CLOSED,4.700000000002092,0.023202657938528215,0.5,0.05
2024-02-06 12:20:00,2025.32,BUY,10.0,2005.32,2085.3199999999997,2024-02-07 10:20:00,2032.31,Reverse Signal,CLOSED,64.40000000000009,0.31797444354472426,0.5,0.05
2024-02-07 10:20:00,2032.95,SELL,10.0,2052.95,1972.95,2024-02-07 15:05:00,2036.94,Reverse Signal,CLOSED,-45.40000000000009,-0.22332078998499758,0.5,0.05
2024-02-07 15:05:00,2036.1,BUY,10.0,2016.1,2096.1,2024-02-07 19:00:00,2035.53,Reverse Signal,CLOSED,-11.199999999999363,-0.05500712145768559,0.5,0.05
2024-02-07 19:00:00,2034.67,SELL,10.0,2054.67,1974.67,2024-02-08 01:00:00,2036.31,Reverse Signal,CLOSED,-21.899999999998727,-0.10763416180510219,0.5,0.05
2024-02-08 01:00:00,2037.32,BUY,10.0,2017.32,2097.3199999999997,2024-02-08 04:00:00,2036.06,Reverse Signal,CLOSED,-18.09999999999991,-0.08884220446468846,0.5,0.05
2024-02-08 04:00:00,2036.21,SELL,10.0,2056.21,1976.21,2024-02-08 11:25:00,2036.68,Reverse Signal,CLOSED,-10.200000000000273,-0.05009306505714182,0.5,0.05
2024-02-08 11:25:00,2038.19,BUY,10.0,2018.19,2098.19,2024-02-08 13:05:00,2027.6,Reverse Signal,CLOSED,-111.40000000000146,-0.5465633724039538,0.5,0.05
2024-02-08 13:05:00,2027.94,SELL,10.0,2047.94,1967.94,2024-02-08 20:05:00,2031.45,Reverse Signal,CLOSED,-40.59999999999991,-0.20020316182924497,0.5,0.05
2024-02-08 20:05:00,2032.23,BUY,10.0,2012.23,2092.23,2024-02-09 12:55:00,2031.83,Reverse Signal,CLOSED,-9.50000000000091,-0.046746677295389345,0.5,0.05
2024-02-09 12:55:00,2031.47,SELL,10.0,2051.4700000000003,1971.47,2024-02-12 08:00:00,2024.21,Reverse Signal,CLOSED,67.09999999999991,0.33030268721664563,0.5,0.05
2024-02-12 08:00:00,2024.14,BUY,10.0,2004.14,2084.1400000000003,2024-02-12 10:45:00,2021.48,Reverse Signal,CLOSED,-32.10000000000082,-0.15858586856640752,0.5,0.05
2024-02-12 10:45:00,2021.55,SELL,10.0,2041.55,1961.55,2024-02-12 19:00:00,2019.33,Reverse Signal,CLOSED,16.700000000000273,0.08260987855853316,0.5,0.05
2024-02-12 19:00:00,2018.64,BUY,10.0,1998.64,2078.6400000000003,2024-02-12 22:30:00,2019.94,Reverse Signal,CLOSED,7.499999999999545,0.03715372726191666,0.5,0.05
2024-02-12 22:30:00,2019.67,SELL,10.0,2039.67,1959.67,2024-02-13 02:25:00,2019.82,Reverse Signal,CLOSED,-6.999999999998636,-0.034659127481215427,0.5,0.05
2024-02-13 02:25:00,2019.78,BUY,10.0,1999.78,2079.7799999999997,2024-02-13 04:10:00,2017.61,Reverse Signal,CLOSED,-27.200000000000728,-0.1346681321728145,0.5,0.05
2024-02-13 04:10:00,2017.53,SELL,10.0,2037.53,1957.53,2024-02-13 06:15:00,2019.93,Reverse Signal,CLOSED,-29.50000000000091,-0.14621839576115797,0.5,0.05
2024-02-13 06:15:00,2019.47,BUY,10.0,1999.47,2079.4700000000003,2024-02-13 14:30:00,2029.13,Reverse Signal,CLOSED,91.10000000000082,0.45110845915017705,0.5,0.05
2024-02-13 14:30:00,2015.41,SELL,10.0,2035.41,1955.41,2024-02-14 11:15:00,1990.52,Reverse Signal,CLOSED,243.400000000001,1.2076947122421788,0.5,0.05
2024-02-14 11:15:00,1990.35,BUY,10.0,1970.35,2050.35,2024-02-14 13:55:00,1990.03,Reverse Signal,CLOSED,-8.699999999999363,-0.04371090511718725,0.5,0.05
2024-02-14 13:55:00,1990.18,SELL,10.0,2010.18,1930.18,2024-02-14 18:05:00,1991.55,Reverse Signal,CLOSED,-19.19999999999891,-0.09647368579725908,0.5,0.05
2024-02-14 18:05:00,1992.23,BUY,10.0,1972.23,2052.23,2024-02-14 21:20:00,1990.43,Reverse Signal,CLOSED,-23.499999999999545,-0.11795826787067529,0.5,0.05
2024-02-14 21:20:00,1989.98,SELL,10.0,2009.98,1929.98,2024-02-14 22:40:00,1991.21,Reverse Signal,CLOSED,-17.800000000000182,-0.08944813515713818,0.5,0.05
2024-02-14 22:40:00,1991.75,BUY,10.0,1971.75,2051.75,2024-02-15 04:05:00,1993.01,Reverse Signal,CLOSED,7.099999999999909,0.03564704405673357,0.5,0.05
2024-02-15 04:05:00,1992.97,SELL,10.0,2012.97,1932.97,2024-02-15 07:00:00,1991.84,Reverse Signal,CLOSED,5.800000000001091,0.029102294565402843,0.5,0.05
2024-02-15 07:00:00,1992.06,BUY,10.0,1972.06,2052.06,2024-02-16 14:30:00,2006.28,Reverse Signal,CLOSED,136.70000000000027,0.6862243105127369,0.5,0.05
2024-02-16 14:30:00,1998.59,SELL,10.0,2018.59,1938.59,2024-02-16 16:45:00,2009.8,Reverse Signal,CLOSED,-117.60000000000036,-0.588414832456884,0.5,0.05
2024-02-16 16:45:00,2008.06,BUY,10.0,1988.06,2068.06,2024-02-19 13:00:00,2018.29,Reverse Signal,CLOSED,96.80000000000018,0.48205730904455135,0.5,0.05
2024-02-19 13:00:00,2018.43,SELL,10.0,2038.43,1958.43,2024-02-20 04:00:00,2017.52,Reverse Signal,CLOSED,3.600000000000818,0.017835644535608458,0.5,0.05
2024-02-20 04:00:00,2017.61,BUY,10.0,1997.61,2077.6099999999997,2024-02-20 22:00:00,2024.25,Reverse Signal,CLOSED,60.900000000001,0.3018422787357369,0.5,0.05
2024-02-20 22:00:00,2024.15,SELL,10.0,2044.15,1964.15,2024-02-21 03:00:00,2025.28,Reverse Signal,CLOSED,-16.799999999998818,-0.08299780154632225,0.5,0.05
2024-02-21 03:00:00,2026.47,BUY,10.0,2006.47,2086.4700000000003,2024-02-21 09:00:00,2028.75,Reverse Signal,CLOSED,17.299999999999727,0.08537012637739383,0.5,0.05
2024-02-21 09:00:00,2028.08,SELL,10.0,2048.08,1968.08,2024-02-21 11:45:00,2028.79,Reverse Signal,CLOSED,-12.600000000000364,-0.06212772671689659,0.5,0.05
2024-02-21 11:45:00,2029.57,BUY,10.0,2009.57,2089.5699999999997,2024-02-21 16:05:00,2027.49,Reverse Signal,CLOSED,-26.299999999999272,-0.12958409909487859,0.5,0.05
2024-02-21 16:05:00,2028.46,SELL,10.0,2048.46,1968.46,2024-02-22 02:00:00,2026.37,Reverse Signal,CLOSED,15.400000000001455,0.0759196631927741,0.5,0.05
2024-02-22 02:00:00,2026.51,BUY,10.0,2006.51,2086.51,2024-02-22 04:40:00,2026.42,Reverse Signal,CLOSED,-6.3999999999991815,-0.031581388692871894,0.5,0.05
2024-02-22 04:40:00,2026.59,SELL,10.0,2046.59,1966.59,2024-02-22 05:45:00,2028.5,Reverse Signal,CLOSED,-24.60000000000082,-0.12138617085844111,0.5,0.05
2024-02-22 05:45:00,2028.35,BUY,10.0,2008.35,2088.35,2024-02-22 14:00:00,2028.18,Reverse Signal,CLOSED,-7.199999999998454,-0.03549683240071218,0.5,0.05
2024-02-22 14:00:00,2027.99,SELL,10.0,2047.99,1967.99,2024-02-23 02:00:00,2024.47,Reverse Signal,CLOSED,29.699999999999818,0.1464504262841524,0.5,0.05
2024-02-23 02:00:00,2026.11,BUY,10.0,2006.11,2086.1099999999997,2024-02-23 04:20:00,2025.24,Reverse Signal,CLOSED,-14.199999999998909,-0.07008503980533588,0.5,0.05
2024-02-23 04:20:00,2025.17,SELL,10.0,2045.17,1965.17,2024-02-23 05:50:00,2026.09,Reverse Signal,CLOSED,-14.699999999998454,-0.07258649891119488,0.5,0.05
2024-02-23 05:50:00,2026.07,BUY,10.0,2006.07,2086.0699999999997,2024-02-23 06:50:00,2022.64,Reverse Signal,CLOSED,-39.79999999999836,-0.1964394122611675,0.5,0.05
2024-02-23 06:50:00,2022.56,SELL,10.0,2042.56,1962.56,2024-02-23 12:05:00,2022.3,Reverse Signal,CLOSED,-2.9000000000000914,-0.014338264377818663,0.5,0.05
2024-02-23 12:05:00,2022.5,BUY,10.0,2002.5,2082.5,2024-02-26 10:35:00,2033.08,Reverse Signal,CLOSED,100.29999999999927,0.49592088998763545,0.5,0.05
2024-02-26 10:35:00,2033.68,SELL,10.0,2053.6800000000003,1973.68,2024-02-26 21:00:00,2029.63,Reverse Signal,CLOSED,34.999999999999545,0.17210180559379817,0.5,0.05
2024-02-26 21:00:00,2030.45,BUY,10.0,2010.45,2090.45,2024-02-27 00:45:00,2031.24,Reverse Signal,CLOSED,2.3999999999996358,0.011820039892632844,0.5,0.05
2024-02-27 00:45:00,2030.88,SELL,10.0,2050.88,1970.88,2024-02-27 01:55:00,2031.05,Reverse Signal,CLOSED,-7.199999999998454,-0.03545261167571917,0.5,0.05
2024-02-27 01:55:00,2031.43,BUY,10.0,2011.43,2091.4300000000003,2024-02-27 16:00:00,2034.8,Reverse Signal,CLOSED,28.19999999999891,0.1388184677788499,0.5,0.05
2024-02-27 16:00:00,2034.42,SELL,10.0,2054.42,1974.42,2024-02-28 14:00:00,2029.51,Reverse Signal,CLOSED,43.60000000000082,0.21431169571671937,0.5,0.05
2024-02-28 14:00:00,2029.6,BUY,10.0,2009.6,2089.6,2024-02-29 10:35:00,2035.42,Reverse Signal,CLOSED,52.70000000000164,0.2596570752857787,0.5,0.05
2024-02-29 10:35:00,2035.0,SELL,10.0,2055.0,1975.0,2024-02-29 14:40:00,2040.85,Reverse Signal,CLOSED,-63.99999999999909,-0.31449631449631005,0.5,0.05
2024-02-29 14:40:00,2043.67,BUY,10.0,2023.67,2103.67,2024-03-01 09:25:00,2042.25,Reverse Signal,CLOSED,-19.700000000000728,-0.09639521057705366,0.5,0.05
2024-03-01 09:25:00,2042.26,SELL,10.0,2062.26,1982.26,2024-03-01 11:25:00,2049.69,Reverse Signal,CLOSED,-79.80000000000064,-0.3907435879858619,0.5,0.05
2024-03-01 11:25:00,2050.44,BUY,10.0,2030.44,2110.44,2024-03-01 15:30:00,2054.71,Reverse Signal,CLOSED,37.19999999999982,0.1814244747468827,0.5,0.05
2024-03-01 15:30:00,2052.26,SELL,10.0,2072.26,1992.2600000000002,2024-03-01 16:15:00,2055.59,Reverse Signal,CLOSED,-38.79999999999927,-0.18905986570901964,0.5,0.05
2024-03-01 16:15:00,2058.37,BUY,10.0,2038.37,2118.37,2024-03-04 12:45:00,2082.45,Reverse Signal,CLOSED,235.29999999999927,1.1431375311532876,0.5,0.05
2024-03-04 12:45:00,2082.8,SELL,10.0,2102.8,2022.8000000000002,2024-03-04 14:50:00,2086.03,Reverse Signal,CLOSED,-37.80000000000018,-0.18148646053389753,0.5,0.05
2024-03-04 14:50:00,2087.5,BUY,10.0,2067.5,2147.5,2024-03-06 04:25:00,2124.94,Reverse Signal,CLOSED,368.90000000000055,1.7671856287425176,0.5,0.05
2024-03-06 04:25:00,2124.65,SELL,10.0,2144.65,2064.65,2024-03-06 07:45:00,2126.05,Reverse Signal,CLOSED,-19.50000000000091,-0.091779822559014,0.5,0.05
2024-03-06 07:45:00,2126.9,BUY,10.0,2106.9,2186.9,2024-03-06 11:10:00,2127.03,Reverse Signal,CLOSED,-4.199999999998909,-0.01974704969673661,0.5,0.05
2024-03-06 11:10:00,2126.1,SELL,10.0,2146.1,2066.1,2024-03-06 12:05:00,2126.62,Reverse Signal,CLOSED,-10.699999999999818,-0.05032688961008334,0.5,0.05
2024-03-06 12:05:00,2127.5,BUY,10.0,2107.5,2187.5,2024-03-08 03:00:00,2157.75,Reverse Signal,CLOSED,297.0,1.3960047003525264,0.5,0.05
2024-03-08 03:00:00,2157.44,SELL,10.0,2177.44,2097.44,2024-03-08 07:40:00,2161.41,Reverse Signal,CLOSED,-45.199999999998,-0.20950756452090438,0.5,0.05
2024-03-08 07:40:00,2161.28,BUY,10.0,2141.28,2221.28,2024-03-11 11:40:00,2178.47,Reverse Signal,CLOSED,166.399999999996,0.7699141249629663,0.5,0.05
2024-03-11 11:40:00,2176.98,SELL,10.0,2196.98,2116.98,2024-03-11 14:35:00,2179.83,Reverse Signal,CLOSED,-33.99999999999909,-0.15617966173322256,0.5,0.05
2024-03-11 14:35:00,2182.51,BUY,10.0,2162.51,2242.51,2024-03-11 18:30:00,2181.97,Reverse Signal,CLOSED,-10.900000000004184,-0.049942497399801986,0.5,0.05
2024-03-11 18:30:00,2180.05,SELL,10.0,2200.05,2120.05,2024-03-11 23:20:00,2182.32,Reverse Signal,CLOSED,-28.199999999999818,-0.1293548313112076,0.5,0.05
2024-03-11 23:20:00,2183.41,BUY,10.0,2163.41,2243.41,2024-03-12 01:30:00,2182.72,Reverse Signal,CLOSED,-12.400000000000546,-0.056791898910422446,0.5,0.05
2024-03-12 01:30:00,2181.62,SELL,10.0,2201.62,2121.62,2024-03-13 11:35:00,2160.54,Reverse Signal,CLOSED,205.29999999999927,0.9410438114795394,0.5,0.05
2024-03-13 11:35:00,2162.21,BUY,10.0,2142.21,2222.21,2024-03-14 06:00:00,2171.67,Reverse Signal,CLOSED,89.10000000000036,0.41207838276578296,0.5,0.05
2024-03-14 06:00:00,2171.0,SELL,10.0,2191.0,2111.0,2024-03-15 05:00:00,2164.55,Reverse Signal,CLOSED,58.99999999999818,0.27176416397972447,0.5,0.05
2024-03-15 05:00:00,2164.66,BUY,10.0,2144.66,2224.66,2024-03-15 13:00:00,2166.88,Reverse Signal,CLOSED,16.700000000002547,0.07714837434055485,0.5,0.05
2024-03-15 13:00:00,2162.83,SELL,10.0,2182.83,2102.83,2024-03-18 10:00:00,2153.45,Reverse Signal,CLOSED,88.30000000000109,0.4082613982606173,0.5,0.05
2024-03-18 10:00:00,2153.83,BUY,10.0,2133.83,2213.83,2024-03-19 06:00:00,2160.03,Reverse Signal,CLOSED,56.50000000000273,0.26232339599691123,0.5,0.05
2024-03-19 06:00:00,2159.14,SELL,10.0,2179.14,2099.14,2024-03-19 20:00:00,2156.69,Reverse Signal,CLOSED,18.99999999999818,0.08799799920337811,0.5,0.05
2024-03-19 20:00:00,2156.59,BUY,10.0,2136.59,2216.59,2024-03-20 09:00:00,2158.16,Reverse Signal,CLOSED,10.19999999999709,0.047296889997621654,0.5,0.05
2024-03-20 09:00:00,2156.41,SELL,10.0,2176.41,2096.41,2024-03-20 15:10:00,2164.02,Reverse Signal,CLOSED,-81.60000000000127,-0.3784067037344535,0.5,0.05
2024-03-20 15:10:00,2163.05,BUY,10.0,2143.05,2223.05,2024-03-21 14:00:00,2207.5,Reverse Signal,CLOSED,438.9999999999982,2.0295416194724956,0.5,0.05
2024-03-21 14:00:00,2206.0,SELL,10.0,2226.0,2146.0,2024-03-22 14:00:00,2174.48,Reverse Signal,CLOSED,309.6999999999998,1.4038984587488659,0.5,0.05
2024-03-22 14:00:00,2173.91,BUY,10.0,2153.91,2233.91,2024-03-22 15:55:00,2173.3,Reverse Signal,CLOSED,-11.599999999996726,-0.05336007470408952,0.5,0.05
2024-03-22 15:55:00,2173.87,SELL,10.0,2193.87,2113.87,2024-03-25 02:35:00,2173.44,Reverse Signal,CLOSED,-1.2000000000016375,-0.005520109298171637,0.5,0.05
2024-03-25 02:35:00,2176.33,BUY,10.0,2156.33,2236.33,2024-03-25 07:10:00,2168.53,Reverse Signal,CLOSED,-83.49999999999727,-0.38367343187842506,0.5,0.05
2024-03-25 07:10:00,2167.66,SELL,10.0,2187.66,2107.66,2024-03-25 11:40:00,2167.9,Reverse Signal,CLOSED,-7.900000000002365,-0.03644482990876044,0.5,0.05
2024-03-25 11:40:00,2168.38,BUY,10.0,2148.38,2228.38,2024-03-25 20:00:00,2173.17,Reverse Signal,CLOSED,42.399999999999636,0.19553768250952155,0.5,0.05
2024-03-25 20:00:00,2173.52,SELL,10.0,2193.52,2113.52,2024-03-26 00:05:00,2172.38,Reverse Signal,CLOSED,5.899999999998727,0.027144907799324262,0.5,0.05
2024-03-26 00:05:00,2172.92,BUY,10.0,2152.92,2232.92,2024-03-26 03:00:00,2169.26,Reverse Signal,CLOSED,-42.099999999998545,-0.19374850431676519,0.5,0.05
2024-03-26 03:00:00,2169.28,SELL,10.0,2189.28,2109.28,2024-03-26 06:00:00,2172.13,Reverse Signal,CLOSED,-33.99999999999909,-0.15673403156807367,0.5,0.05
2024-03-26 06:00:00,2171.95,BUY,10.0,2151.95,2231.95,2024-03-26 08:15:00,2170.15,Reverse Signal,CLOSED,-23.49999999999727,-0.10819770252536785,0.5,0.05
2024-03-26 08:15:00,2169.59,SELL,10.0,2189.59,2109.59,2024-03-26 09:35:00,2177.91,Reverse Signal,CLOSED,-88.69999999999709,-0.40883300531435474,0.5,0.05
2024-03-26 09:35:00,2178.57,BUY,10.0,2158.57,2238.57,2024-03-26 16:00:00,2179.17,Reverse Signal,CLOSED,0.49999999999909006,0.0022950834721817063,0.5,0.05
2024-03-26 16:00:00,2178.3,SELL,10.0,2198.3,2118.3,2024-03-27 08:20:00,2178.75,Reverse Signal,CLOSED,-9.999999999998181,-0.04590735894963128,0.5,0.05
2024-03-27 08:20:00,2179.75,BUY,10.0,2159.75,2239.75,2024-04-01 00:05:00,2239.75,TP_HIT,CLOSED,594.5,2.727376992774401,0.5,0.05
2024-04-01 16:35:00,2230.2,SELL,10.0,2250.2,2170.2,2024-04-01 22:00:00,2244.6,Reverse Signal,CLOSED,-149.5000000000009,-0.6703434669536406,0.5,0.05
2024-04-01 22:00:00,2243.91,BUY,10.0,2223.91,2303.91,2024-04-03 09:00:00,2281.9,Reverse Signal,CLOSED,374.40000000000236,1.6685161169565734,0.5,0.05
2024-04-03 09:00:00,2278.63,SELL,10.0,2298.63,2218.63,2024-04-03 16:00:00,2280.4,Reverse Signal,CLOSED,-23.199999999999818,-0.1018155646155796,0.5,0.05
2024-04-03 16:00:00,2277.89,BUY,10.0,2257.89,2337.89,2024-04-04 09:00:00,2295.73,Reverse Signal,CLOSED,172.90000000000146,0.759035774335027,0.5,0.05
2024-04-04 09:00:00,2296.18,SELL,10.0,2316.18,2236.18,2024-04-04 20:25:00,2297.92,Reverse Signal,CLOSED,-22.900000000002365,-0.09973085733697865,0.5,0.05
2024-04-04 20:25:00,2299.29,BUY,10.0,2279.29,2359.29,2024-04-04 22:15:00,2287.74,Reverse Signal,CLOSED,-121.00000000000182,-0.5262494074257785,0.5,0.05
2024-04-04 22:15:00,2289.31,SELL,10.0,2309.31,2229.31,2024-04-05 09:00:00,2278.99,Reverse Signal,CLOSED,97.70000000000164,0.4267661435104972,0.5,0.05
2024-04-05 09:00:00,2281.65,BUY,10.0,2261.65,2341.65,2024-04-08 04:35:00,2341.65,TP_HIT,CLOSED,594.5,2.605570530098832,0.5,0.05
2024-04-08 14:30:00,2326.55,SELL,10.0,2346.55,2266.55,2024-04-08 19:00:00,2328.45,Reverse Signal,CLOSED,-24.499999999996362,-0.10530613999267739,0.5,0.05
2024-04-08 19:00:00,2328.45,BUY,10.0,2308.45,2388.45,2024-04-09 17:40:00,2345.39,Reverse Signal,CLOSED,163.90000000000055,0.7039017372071573,0.5,0.05
2024-04-09 17:40:00,2346.42,SELL,10.0,2366.42,2286.42,2024-04-09 20:00:00,2347.16,Reverse Signal,CLOSED,-12.899999999997817,-0.054977369780336925,0.5,0.05
2024-04-09 20:00:00,2347.44,BUY,10.0,2327.44,2407.44,2024-04-10 03:00:00,2351.42,Reverse Signal,CLOSED,34.30000000000018,0.14611662065910175,0.5,0.05
2024-04-10 03:00:00,2348.59,SELL,10.0,2368.59,2288.59,2024-04-10 06:00:00,2351.21,Reverse Signal,CLOSED,-31.69999999999891,-0.13497460178234136,0.5,0.05
2024-04-10 06:00:00,2351.58,BUY,10.0,2331.58,2411.58,2024-04-10 11:00:00,2354.44,Reverse Signal,CLOSED,23.100000000001273,0.09823182711198972,0.5,0.05
2024-04-10 11:00:00,2353.66,SELL,10.0,2373.66,2293.66,2024-04-11 04:00:00,2340.54,Reverse Signal,CLOSED,125.69999999999891,0.5340618441066208,0.5,0.05
2024-04-11 04:00:00,2339.85,BUY,10.0,2319.85,2399.85,2024-04-11 08:00:00,2341.76,Reverse Signal,CLOSED,13.600000000003092,0.05812338397761862,0.5,0.05
2024-04-11 08:00:00,2339.2,SELL,10.0,2359.2,2279.2,2024-04-11 12:40:00,2334.96,Reverse Signal,CLOSED,36.89999999999782,0.15774623803008644,0.5,0.05
2024-04-11 12:40:00,2335.97,BUY,10.0,2315.97,2395.97,2024-04-12 09:05:00,2395.97,TP_HIT,CLOSED,594.5,2.5449813139723543,0.5,0.05
2024-04-12 18:15:00,2380.64,SELL,10.0,2400.64,2320.64,2024-04-15 13:00:00,2356.57,Reverse Signal,CLOSED,235.1999999999971,0.9879696216143437,0.5,0.05
2024-04-15 13:00:00,2357.19,BUY,10.0,2337.19,2417.19,2024-04-15 15:15:00,2354.22,Reverse Signal,CLOSED,-35.20000000000255,-0.1493303467264096,0.5,0.05
2024-04-15 15:15:00,2353.2,SELL,10.0,2373.2,2293.2,2024-04-15 18:10:00,2349.96,Reverse Signal,CLOSED,26.899999999997817,0.1143124256331711,0.5,0.05
2024-04-15 18:10:00,2349.68,BUY,10.0,2329.68,2409.68,2024-04-16 09:00:00,2372.72,Reverse Signal,CLOSED,224.89999999999964,0.9571516121344168,0.5,0.05
2024-04-16 09:00:00,2374.28,SELL,10.0,2394.28,2314.28,2024-04-16 17:10:00,2390.94,Reverse Signal,CLOSED,-172.09999999999854,-0.7248513233485459,0.5,0.05
2024-04-16 17:10:00,2385.24,BUY,10.0,2365.24,2445.24,2024-04-17 07:00:00,2381.88,Reverse Signal,CLOSED,-39.099999999996726,-0.16392480421256028,0.5,0.05
2024-04-17 07:00:00,2381.43,SELL,10.0,2401.43,2321.43,2024-04-17 10:00:00,2382.46,Reverse Signal,CLOSED,-15.800000000002001,-0.06634669085382314,0.5,0.05
2024-04-17 10:00:00,2384.78,BUY,10.0,2364.78,2444.78,2024-04-17 14:00:00,2387.3,Reverse Signal,CLOSED,19.699999999999818,0.08260720066421144,0.5,0.05
2024-04-17 14:00:00,2387.18,SELL,10.0,2407.18,2327.18,2024-04-17 16:20:00,2388.01,Reverse Signal,CLOSED,-13.80000000000382,-0.057808795314990155,0.5,0.05
2024-04-17 16:20:00,2389.53,BUY,10.0,2369.53,2449.53,2024-04-17 17:45:00,2385.53,Reverse Signal,CLOSED,-45.5,-0.19041401447146508,0.5,0.05
2024-04-17 17:45:00,2387.38,SELL,10.0,2407.38,2327.38,2024-04-18 08:00:00,2376.66,Reverse Signal,CLOSED,101.70000000000255,0.4259899974030214,0.5,0.05
2024-04-18 08:00:00,2377.95,BUY,10.0,2357.95,2437.95,2024-04-18 22:00:00,2380.13,Reverse Signal,CLOSED,16.30000000000291,0.06854643705714128,0.5,0.05
2024-04-18 22:00:00,2380.28,SELL,10.0,2400.28,2320.28,2024-04-19 03:10:00,2386.53,Reverse Signal,CLOSED,-68.0,-0.28568067622296534,0.5,0.05
2024-04-19 03:10:00,2389.13,BUY,10.0,2369.13,2449.13,2024-04-19 06:00:00,2391.25,Reverse Signal,CLOSED,15.699999999998909,0.06571429767320701,0.5,0.05
2024-04-19 06:00:00,2387.98,SELL,10.0,2407.98,2327.98,2024-04-19 09:05:00,2388.53,Reverse Signal,CLOSED,-11.000000000001819,-0.04606403738725542,0.5,0.05
